table,cell_id,model,method_or_setting,scope_or_task,metric,paper_value,recomputed_value,absolute_difference,status,aggregation,source_paths,source_fields,notes
tab:main_results_three_models,qwen3|ROME|unseen|Package-HR,qwen3,ROME,unseen,Package-HR,0.4036,0.4035766841,2.331586655e-05,match,arithmetic mean across four folds,BOUND/results/paper/rq1_package_recommendation/qwen3/fold_A/ROME/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_B/ROME/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_C/ROME/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_D/ROME/eval_unseen_prompts.json,summary.edited_package_hallucination_rate,
tab:main_results_three_models,qwen3|ROME|unseen|Valid-Rate,qwen3,ROME,unseen,Valid-Rate,0.4475,0.4474327628,6.723716381e-05,rounding_only,arithmetic mean across four folds,BOUND/results/paper/rq1_package_recommendation/qwen3/fold_A/ROME/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_B/ROME/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_C/ROME/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_D/ROME/eval_unseen_prompts.json,summary.edited_sample_valid_rate,
tab:main_results_three_models,qwen3|MEMIT|edit50|Sample-HR,qwen3,MEMIT,edit50,Sample-HR,0.844,0.844,1.110223025e-16,match,arithmetic mean across four folds,BOUND/results/paper/rq1_package_recommendation/qwen3/fold_A/MEMIT/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_B/MEMIT/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_C/MEMIT/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_D/MEMIT/eval_edit_prompts.json,summary.edited_sample_hallucination_rate,
tab:main_results_three_models,qwen3|MEMIT|edit50|Package-HR,qwen3,MEMIT,edit50,Package-HR,0.4757,0.4757231559,2.315590704e-05,match,arithmetic mean across four folds,BOUND/results/paper/rq1_package_recommendation/qwen3/fold_A/MEMIT/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_B/MEMIT/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_C/MEMIT/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_D/MEMIT/eval_edit_prompts.json,summary.edited_package_hallucination_rate,
tab:main_results_three_models,qwen3|MEMIT|edit50|Valid-Rate,qwen3,MEMIT,edit50,Valid-Rate,0.752,0.752,0,match,arithmetic mean across four folds,BOUND/results/paper/rq1_package_recommendation/qwen3/fold_A/MEMIT/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_B/MEMIT/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_C/MEMIT/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_D/MEMIT/eval_edit_prompts.json,summary.edited_sample_valid_rate,
tab:main_results_three_models,qwen3|MEMIT|unseen|Sample-HR,qwen3,MEMIT,unseen,Sample-HR,0.8318,0.8317848411,1.51589242e-05,match,arithmetic mean across four folds,BOUND/results/paper/rq1_package_recommendation/qwen3/fold_A/MEMIT/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_B/MEMIT/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_C/MEMIT/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_D/MEMIT/eval_unseen_prompts.json,summary.edited_sample_hallucination_rate,
tab:main_results_three_models,qwen3|MEMIT|unseen|Package-HR,qwen3,MEMIT,unseen,Package-HR,0.4423,0.4422707228,2.927718496e-05,match,arithmetic mean across four folds,BOUND/results/paper/rq1_package_recommendation/qwen3/fold_A/MEMIT/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_B/MEMIT/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_C/MEMIT/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_D/MEMIT/eval_unseen_prompts.json,summary.edited_package_hallucination_rate,
tab:main_results_three_models,qwen3|MEMIT|unseen|Valid-Rate,qwen3,MEMIT,unseen,Valid-Rate,0.7883,0.7882640587,3.594132029e-05,match,arithmetic mean across four folds,BOUND/results/paper/rq1_package_recommendation/qwen3/fold_A/MEMIT/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_B/MEMIT/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_C/MEMIT/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_D/MEMIT/eval_unseen_prompts.json,summary.edited_sample_valid_rate,
tab:main_results_three_models,qwen3|DINM|edit50|Sample-HR,qwen3,DINM,edit50,Sample-HR,0.767,0.767,1.110223025e-16,match,arithmetic mean across four folds,BOUND/results/paper/rq1_package_recommendation/qwen3/fold_A/DINM/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_B/DINM/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_C/DINM/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_D/DINM/eval_edit_prompts.json,summary.edited_sample_hallucination_rate,
tab:main_results_three_models,qwen3|DINM|edit50|Package-HR,qwen3,DINM,edit50,Package-HR,0.4372,0.4372223486,2.234858473e-05,match,arithmetic mean across four folds,BOUND/results/paper/rq1_package_recommendation/qwen3/fold_A/DINM/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_B/DINM/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_C/DINM/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_D/DINM/eval_edit_prompts.json,summary.edited_package_hallucination_rate,
tab:main_results_three_models,qwen3|DINM|edit50|Valid-Rate,qwen3,DINM,edit50,Valid-Rate,0.748,0.748,0,match,arithmetic mean across four folds,BOUND/results/paper/rq1_package_recommendation/qwen3/fold_A/DINM/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_B/DINM/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_C/DINM/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_D/DINM/eval_edit_prompts.json,summary.edited_sample_valid_rate,
tab:main_results_three_models,qwen3|DINM|unseen|Sample-HR,qwen3,DINM,unseen,Sample-HR,0.7545,0.7545232274,2.322738386e-05,match,arithmetic mean across four folds,BOUND/results/paper/rq1_package_recommendation/qwen3/fold_A/DINM/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_B/DINM/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_C/DINM/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_D/DINM/eval_unseen_prompts.json,summary.edited_sample_hallucination_rate,
tab:main_results_three_models,qwen3|DINM|unseen|Package-HR,qwen3,DINM,unseen,Package-HR,0.4124,0.4123711512,2.88488269e-05,match,arithmetic mean across four folds,BOUND/results/paper/rq1_package_recommendation/qwen3/fold_A/DINM/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_B/DINM/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_C/DINM/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_D/DINM/eval_unseen_prompts.json,summary.edited_package_hallucination_rate,
tab:main_results_three_models,qwen3|DINM|unseen|Valid-Rate,qwen3,DINM,unseen,Valid-Rate,0.7791,0.7790953545,4.645476772e-06,match,arithmetic mean across four folds,BOUND/results/paper/rq1_package_recommendation/qwen3/fold_A/DINM/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_B/DINM/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_C/DINM/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_D/DINM/eval_unseen_prompts.json,summary.edited_sample_valid_rate,
tab:main_results_three_models,qwen3|Full-FT|edit50|Sample-HR,qwen3,Full-FT,edit50,Sample-HR,0.146,0.146,2.775557562e-17,match,arithmetic mean across four folds,BOUND/results/paper/rq1_package_recommendation/qwen3/fold_A/Full-FT/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_B/Full-FT/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_C/Full-FT/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_D/Full-FT/eval_edit_prompts.json,summary.edited_sample_hallucination_rate,
tab:main_results_three_models,qwen3|Full-FT|edit50|Package-HR,qwen3,Full-FT,edit50,Package-HR,0.0895,0.0895387747,3.877469608e-05,match,arithmetic mean across four folds,BOUND/results/paper/rq1_package_recommendation/qwen3/fold_A/Full-FT/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_B/Full-FT/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_C/Full-FT/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_D/Full-FT/eval_edit_prompts.json,summary.edited_package_hallucination_rate,
tab:main_results_three_models,qwen3|Full-FT|edit50|Valid-Rate,qwen3,Full-FT,edit50,Valid-Rate,0.778,0.778,1.110223025e-16,match,arithmetic mean across four folds,BOUND/results/paper/rq1_package_recommendation/qwen3/fold_A/Full-FT/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_B/Full-FT/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_C/Full-FT/eval_edit_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_D/Full-FT/eval_edit_prompts.json,summary.edited_sample_valid_rate,
tab:main_results_three_models,qwen3|Full-FT|unseen|Sample-HR,qwen3,Full-FT,unseen,Sample-HR,0.3341,0.3341075795,7.579462103e-06,match,arithmetic mean across four folds,BOUND/results/paper/rq1_package_recommendation/qwen3/fold_A/Full-FT/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_B/Full-FT/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_C/Full-FT/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_D/Full-FT/eval_unseen_prompts.json,summary.edited_sample_hallucination_rate,
tab:main_results_three_models,qwen3|Full-FT|unseen|Package-HR,qwen3,Full-FT,unseen,Package-HR,0.2572,0.257166839,3.316097433e-05,match,arithmetic mean across four folds,BOUND/results/paper/rq1_package_recommendation/qwen3/fold_A/Full-FT/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_B/Full-FT/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_C/Full-FT/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_D/Full-FT/eval_unseen_prompts.json,summary.edited_package_hallucination_rate,
tab:main_results_three_models,qwen3|Full-FT|unseen|Valid-Rate,qwen3,Full-FT,unseen,Valid-Rate,0.6417,0.6416870416,1.295843521e-05,match,arithmetic mean across four folds,BOUND/results/paper/rq1_package_recommendation/qwen3/fold_A/Full-FT/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_B/Full-FT/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_C/Full-FT/eval_unseen_prompts.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_D/Full-FT/eval_unseen_prompts.json,summary.edited_sample_valid_rate,
tab:main_results_three_models,qwen3|Self-Refinement|edit50|Sample-HR,qwen3,Self-Refinement,edit50,Sample-HR,0.565,0.565,0,match,arithmetic mean across four folds,BOUND/results/paper/rq1_package_recommendation/qwen3/fold_A/self_refinement/eval_edit50.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_B/self_refinement/eval_edit50.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_C/self_refinement/eval_edit50.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_D/self_refinement/eval_edit50.json,summary.sample_hallucination_rate,
tab:main_results_three_models,qwen3|Self-Refinement|edit50|Package-HR,qwen3,Self-Refinement,edit50,Package-HR,0.2668,0.2668114298,1.142981195e-05,match,arithmetic mean across four folds,BOUND/results/paper/rq1_package_recommendation/qwen3/fold_A/self_refinement/eval_edit50.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_B/self_refinement/eval_edit50.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_C/self_refinement/eval_edit50.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_D/self_refinement/eval_edit50.json,summary.package_hallucination_rate,
tab:main_results_three_models,qwen3|Self-Refinement|edit50|Valid-Rate,qwen3,Self-Refinement,edit50,Valid-Rate,0.686,0.686,1.110223025e-16,match,arithmetic mean across four folds,BOUND/results/paper/rq1_package_recommendation/qwen3/fold_A/self_refinement/eval_edit50.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_B/self_refinement/eval_edit50.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_C/self_refinement/eval_edit50.json;BOUND/results/paper/rq1_package_recommendation/qwen3/fold_D/self_refinement/eval_edit50.json,summary.sample_valid_rate,
tab:main_results_three_models,qwen3|Self-Refinement|unseen|Sample-HR,qwen3,Self-Refinement,unseen,Sample-HR,,,,not_applicable,not applicable,,not produced,Self-Refinement is edit-time inference only
tab:main_results_three_models,qwen3|Self-Refinement|unseen|Package-HR,qwen3,Self-Refinement,unseen,Package-HR,,,,not_applicable,not applicable,,not produced,Self-Refinement is edit-time inference only
tab:main_results_three_models,qwen3|Self-Refinement|unseen|Valid-Rate,qwen3,Self-Refinement,unseen,Valid-Rate,,,,not_applicable,not applicable,,not produced,Self-Refinement is edit-time inference only
tab:rq2_cross_task,deepseekcoder|Base|code|Sample-HR,deepseekcoder,Base,code,Sample-HR,0.342,0.342,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Base/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Base/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|Base|code|Package-HR,deepseekcoder,Base,code,Package-HR,0.2643,0.2643,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Base/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Base/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Package-HR recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|Base|code|Valid-Rate,deepseekcoder,Base,code,Valid-Rate,0.642,0.642,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Base/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Base/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|Base|install|Sample-HR,deepseekcoder,Base,install,Sample-HR,0.434,0.444,0.01,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Base/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Base/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|Base|install|Package-HR,deepseekcoder,Base,install,Package-HR,0.2986,0.3048,0.0062,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Base/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Base/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Package-HR recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|Base|install|Valid-Rate,deepseekcoder,Base,install,Valid-Rate,0.632,0.632,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Base/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Base/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|BOUND|code|Sample-HR,deepseekcoder,BOUND,code,Sample-HR,0.326,0.3285,0.0025,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/BOUND/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/BOUND/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/BOUND/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/BOUND/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|BOUND|code|Package-HR,deepseekcoder,BOUND,code,Package-HR,0.2542,0.25605,0.00185,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/BOUND/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/BOUND/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/BOUND/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/BOUND/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Package-HR recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|BOUND|code|Valid-Rate,deepseekcoder,BOUND,code,Valid-Rate,0.6415,0.6405,0.001,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/BOUND/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/BOUND/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/BOUND/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/BOUND/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|BOUND|install|Sample-HR,deepseekcoder,BOUND,install,Sample-HR,0.3375,0.3445,0.007,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/BOUND/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/BOUND/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/BOUND/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/BOUND/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|BOUND|install|Package-HR,deepseekcoder,BOUND,install,Package-HR,0.1987,0.202075,0.003375,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/BOUND/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/BOUND/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/BOUND/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/BOUND/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Package-HR recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|BOUND|install|Valid-Rate,deepseekcoder,BOUND,install,Valid-Rate,0.769,0.7635,0.0055,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/BOUND/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/BOUND/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/BOUND/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/BOUND/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|DINM|code|Sample-HR,deepseekcoder,DINM,code,Sample-HR,0.3105,0.3545,0.044,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/DINM/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/DINM/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/DINM/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/DINM/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|DINM|code|Package-HR,deepseekcoder,DINM,code,Package-HR,0.2714,0.31645,0.04505,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/DINM/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/DINM/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/DINM/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/DINM/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Package-HR recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|DINM|code|Valid-Rate,deepseekcoder,DINM,code,Valid-Rate,0.5655,0.5425,0.023,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/DINM/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/DINM/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/DINM/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/DINM/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|DINM|install|Sample-HR,deepseekcoder,DINM,install,Sample-HR,0.207,0.2135,0.0065,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/DINM/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/DINM/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/DINM/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/DINM/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|DINM|install|Package-HR,deepseekcoder,DINM,install,Package-HR,0.2352,0.255075,0.019875,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/DINM/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/DINM/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/DINM/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/DINM/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Package-HR recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|DINM|install|Valid-Rate,deepseekcoder,DINM,install,Valid-Rate,0.3985,0.396,0.0025,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/DINM/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/DINM/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/DINM/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/DINM/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|MEMIT|code|Sample-HR,deepseekcoder,MEMIT,code,Sample-HR,0.355,0.3555,0.0005,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/MEMIT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/MEMIT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/MEMIT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/MEMIT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,deepseekcoder|MEMIT|code|Package-HR,deepseekcoder,MEMIT,code,Package-HR,0.2758,0.27615,0.00035,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/deepseekcoder/MEMIT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/MEMIT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/MEMIT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/deepseekcoder/MEMIT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Package-HR recomputed per 500 records,
