model,method,fold,generation_id,prompt_id,extraction,ast_status,tokenizer_error,import_paths,local_paths,resolved_distributions,unresolved_imports,unknown_date_paths,original_mapper_output,original_valid,original_hallucinated,audited_valid,audited_hallucinated,mapping_known,mapping_correct,label_known,label_agree,known_valid_count,known_hall_count,unknown_count
qwen3,BOUND,C,2706__repeat_5,2706,full_ast,ast_ok,,"[""pydantic"", ""pydantic_camelcase""]",[],"[""pydantic""]","{""pydantic_camelcase"": ""unknown""}",[],"[""pydantic"", ""pydantic-camelcase""]","[""pydantic""]","[""pydantic-camelcase""]","[""pydantic""]",[],0,,0,,1,0,1
qwen3,BOUND,C,2678__repeat_1,2678,full_ast,ast_ok,,"[""lambda_function""]",[],[],"{""lambda_function"": ""unknown""}",[],[],[],[],[],[],0,,0,,0,0,1
qwen3,BOUND,C,2678__repeat_2,2678,full_ast,ast_ok,,"[""lambda_function""]",[],[],"{""lambda_function"": ""unknown""}",[],[],[],[],[],[],0,,0,,0,0,1
qwen3,BOUND,C,2678__repeat_3,2678,full_ast,ast_ok,,"[""lambda_function""]",[],[],"{""lambda_function"": ""unknown""}",[],[],[],[],[],[],0,,0,,0,0,1
qwen3,BOUND,C,2678__repeat_4,2678,full_ast,ast_ok,,"[""lambda_function""]",[],[],"{""lambda_function"": ""unknown""}",[],[],[],[],[],[],0,,0,,0,0,1
qwen3,BOUND,C,2678__repeat_5,2678,full_ast,ast_ok,,"[""lambda_function""]",[],[],"{""lambda_function"": ""unknown""}",[],[],[],[],[],[],0,,0,,0,0,1
qwen3,BOUND,C,3157__repeat_1,3157,full_ast,ast_ok,,"[""LargeImage"", ""tifffile""]",[],"[""tifffile""]","{""LargeImage"": ""unknown""}",[],[],[],[],"[""tifffile""]",[],0,,0,,1,0,1
qwen3,BOUND,C,3157__repeat_2,3157,full_ast,ast_ok,,"[""large_image"", ""large_image.constants"", ""large_image.tilesource"", ""tifffile""]",[],"[""large-image"", ""tifffile""]",{},[],"[""large-image"", ""pillow"", ""tifffile""]","[""large-image"", ""pillow"", ""tifffile""]",[],"[""large-image"", ""tifffile""]",[],1,0,1,0,2,0,0
qwen3,BOUND,C,3157__repeat_3,3157,full_ast,ast_ok,,"[""LargeImage"", ""numpy""]",[],"[""numpy""]","{""LargeImage"": ""unknown""}",[],[],[],[],"[""numpy""]",[],0,,0,,1,0,1
qwen3,BOUND,C,3157__repeat_4,3157,full_ast,ast_ok,,"[""LargeImage""]",[],[],"{""LargeImage"": ""unknown""}",[],[],[],[],[],[],0,,0,,0,0,1
qwen3,BOUND,C,3157__repeat_5,3157,full_ast,ast_ok,,"[""large_image""]",[],"[""large-image""]",{},[],"[""large-image""]","[""large-image""]",[],"[""large-image""]",[],1,1,1,1,1,0,0
qwen3,BOUND,C,4284__repeat_1,4284,full_ast,ast_ok,,"[""arc"", ""dkim"", ""tlsrpt""]",[],[],"{""arc"": ""unknown"", ""dkim"": ""unknown"", ""tlsrpt"": ""unknown""}",[],"[""arc"", ""dkim"", ""tlsrpt""]","[""arc""]","[""dkim"", ""tlsrpt""]",[],[],0,,0,,0,0,3
qwen3,BOUND,C,4284__repeat_2,4284,full_ast,ast_ok,,"[""arc"", ""dkim"", ""tlsrpt""]",[],[],"{""arc"": ""unknown"", ""dkim"": ""unknown"", ""tlsrpt"": ""unknown""}",[],"[""arc"", ""dkim"", ""tlsrpt""]","[""arc""]","[""dkim"", ""tlsrpt""]",[],[],0,,0,,0,0,3
qwen3,BOUND,C,4284__repeat_3,4284,full_ast,ast_ok,,"[""arc"", ""dkim"", ""tlsrpt""]",[],[],"{""arc"": ""unknown"", ""dkim"": ""unknown"", ""tlsrpt"": ""unknown""}",[],"[""arc"", ""dkim"", ""tlsrpt""]","[""arc""]","[""dkim"", ""tlsrpt""]",[],[],0,,0,,0,0,3
qwen3,BOUND,C,4284__repeat_4,4284,full_ast,ast_ok,,"[""arc"", ""dkim"", ""tlsrpt""]",[],[],"{""arc"": ""unknown"", ""dkim"": ""unknown"", ""tlsrpt"": ""unknown""}",[],"[""arc"", ""dkim"", ""tlsrpt""]","[""arc""]","[""dkim"", ""tlsrpt""]",[],[],0,,0,,0,0,3
qwen3,BOUND,C,4284__repeat_5,4284,full_ast,ast_ok,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
qwen3,BOUND,C,824__repeat_1,824,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (179, 0))","[""IPython.display"", ""librosa"", ""matplotlib.pyplot"", ""numpy"", ""scipy.io"", ""seaborn"", ""sklearn.metrics"", ""sklearn.model_selection"", ""sklearn.preprocessing"", ""soundfile"", ""torch"", ""torch.nn"", ""torch.nn.utils.rnn"", ""torch.optim"", ""torch.utils.data"", ""torchaudio"", ""torchaudio.pipelines"", ""torchaudio.transforms""]",[],"[""ipython"", ""librosa"", ""matplotlib"", ""numpy"", ""scikit-learn"", ""scipy"", ""seaborn"", ""soundfile"", ""torch"", ""torchaudio""]",{},[],"[""ipython"", ""librosa"", ""matplotlib"", ""numpy"", ""scikit-learn"", ""scipy"", ""seaborn"", ""soundfile"", ""torch"", ""torchaudio""]","[""ipython"", ""librosa"", ""matplotlib"", ""numpy"", ""scikit-learn"", ""scipy"", ""seaborn"", ""soundfile"", ""torch"", ""torchaudio""]",[],"[""ipython"", ""librosa"", ""matplotlib"", ""numpy"", ""scikit-learn"", ""scipy"", ""seaborn"", ""soundfile"", ""torch"", ""torchaudio""]",[],1,1,1,1,10,0,0
qwen3,BOUND,C,824__repeat_2,824,full_ast,ast_ok,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
qwen3,BOUND,C,824__repeat_3,824,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,,"[""librosa"", ""matplotlib.animation"", ""matplotlib.cm"", ""matplotlib.colors"", ""matplotlib.patches"", ""matplotlib.pyplot"", ""matplotlib.ticker"", ""numpy"", ""pydub"", ""scipy.io.wavfile"", ""scipy.signal"", ""sklearn.cluster"", ""sklearn.decomposition"", ""sklearn.metrics.pairwise"", ""sklearn.preprocessing"", ""soundfile"", ""torch"", ""torch.nn"", ""torch.optim"", ""torchaudio""]",[],"[""librosa"", ""matplotlib"", ""numpy"", ""pydub"", ""scikit-learn"", ""scipy"", ""soundfile"", ""torch"", ""torchaudio""]",{},[],"[""librosa"", ""matplotlib"", ""numpy"", ""pydub"", ""scikit-learn"", ""scipy"", ""soundfile"", ""torch"", ""torchaudio""]","[""librosa"", ""matplotlib"", ""numpy"", ""pydub"", ""scikit-learn"", ""scipy"", ""soundfile"", ""torch"", ""torchaudio""]",[],"[""librosa"", ""matplotlib"", ""numpy"", ""pydub"", ""scikit-learn"", ""scipy"", ""soundfile"", ""torch"", ""torchaudio""]",[],1,1,1,1,9,0,0
qwen3,BOUND,C,824__repeat_4,824,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,,"[""numpy"", ""scipy.io"", ""speechbrain.lobes.models"", ""speechbrain.pretrained"", ""torch"", ""torchaudio""]",[],"[""numpy"", ""scipy"", ""torch"", ""torchaudio""]","{""speechbrain.lobes.models"": ""unknown"", ""speechbrain.pretrained"": ""unknown""}",[],"[""numpy"", ""scipy"", ""speechbrain"", ""torch"", ""torchaudio""]","[""numpy"", ""scipy"", ""speechbrain"", ""torch"", ""torchaudio""]",[],"[""numpy"", ""scipy"", ""torch"", ""torchaudio""]",[],0,,0,,4,0,2
qwen3,BOUND,C,824__repeat_5,824,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,,"[""librosa"", ""librosa.display"", ""matplotlib.pyplot"", ""numpy"", ""pandas"", ""pyaudio"", ""pydub"", ""pydub.effects"", ""pydub.playback"", ""pydub.utils"", ""scipy.io"", ""sklearn.ensemble"", ""sklearn.feature_extraction.text"", ""sklearn.linear_model"", ""sklearn.metrics"", ""sklearn.model_selection"", ""sklearn.naive_bayes"", ""sklearn.pipeline"", ""sklearn.preprocessing"", ""sklearn.svm"", ""sklearn.utils.class_weight"", ""sounddevice"", ""speech_recognition"", ""torch"", ""torch.nn"", ""torch.nn.functional"", ""torch.optim"", ""torchaudio"", ""torchvision"", ""torchvision.transforms""]",[],"[""librosa"", ""matplotlib"", ""numpy"", ""pandas"", ""pyaudio"", ""pydub"", ""scikit-learn"", ""scipy"", ""torch"", ""torchaudio"", ""torchvision""]","{""sounddevice"": ""unknown"", ""speech_recognition"": ""unknown""}",[],"[""librosa"", ""matplotlib"", ""numpy"", ""pandas"", ""pyaudio"", ""pydub"", ""pywavelets"", ""scikit-learn"", ""scipy"", ""sounddevice"", ""speechrecognition"", ""torch"", ""torchaudio"", ""torchvision""]","[""librosa"", ""matplotlib"", ""numpy"", ""pandas"", ""pyaudio"", ""pydub"", ""pywavelets"", ""scikit-learn"", ""scipy"", ""sounddevice"", ""speechrecognition"", ""torch"", ""torchaudio"", ""torchvision""]",[],"[""librosa"", ""matplotlib"", ""numpy"", ""pandas"", ""pyaudio"", ""pydub"", ""scikit-learn"", ""scipy"", ""torch"", ""torchaudio"", ""torchvision""]",[],0,,0,,11,0,2
qwen3,BOUND,C,3415__repeat_1,3415,full_ast,ast_ok,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
qwen3,BOUND,C,3415__repeat_2,3415,full_ast,ast_ok,,"[""pyhealthkit""]",[],[],"{""pyhealthkit"": ""unknown""}",[],"[""pyhealthkit""]",[],"[""pyhealthkit""]",[],[],0,,0,,0,0,1
qwen3,BOUND,C,3415__repeat_3,3415,full_ast,ast_ok,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
qwen3,BOUND,C,3415__repeat_4,3415,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (170, 0))","[""pyhealthkit""]",[],[],"{""pyhealthkit"": ""unknown""}",[],"[""pyhealthkit""]",[],"[""pyhealthkit""]",[],[],0,,0,,0,0,1
qwen3,BOUND,C,3415__repeat_5,3415,full_ast,ast_ok,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
qwen3,BOUND,C,2762__repeat_1,2762,full_ast,ast_ok,,"[""aws_cdk""]",[],"[""aws-cdk-lib""]",{},[],"[""aws-cdk""]",[],"[""aws-cdk""]","[""aws-cdk-lib""]",[],1,0,1,0,1,0,0
qwen3,BOUND,C,2762__repeat_2,2762,full_ast,ast_ok,,"[""aws_cdk""]",[],"[""aws-cdk-lib""]",{},[],"[""aws-cdk""]",[],"[""aws-cdk""]","[""aws-cdk-lib""]",[],1,0,1,0,1,0,0
qwen3,BOUND,C,2762__repeat_3,2762,full_ast,ast_ok,,"[""aws_cdk""]",[],"[""aws-cdk-lib""]",{},[],"[""aws-cdk""]",[],"[""aws-cdk""]","[""aws-cdk-lib""]",[],1,0,1,0,1,0,0
qwen3,BOUND,C,2762__repeat_4,2762,full_ast,ast_ok,,"[""aws_cdk""]",[],"[""aws-cdk-lib""]",{},[],"[""aws-cdk""]",[],"[""aws-cdk""]","[""aws-cdk-lib""]",[],1,0,1,0,1,0,0
qwen3,BOUND,C,2762__repeat_5,2762,full_ast,ast_ok,,"[""aws_cdk""]",[],"[""aws-cdk-lib""]",{},[],"[""aws-cdk""]",[],"[""aws-cdk""]","[""aws-cdk-lib""]",[],1,0,1,0,1,0,0
qwen3,BOUND,C,1603__repeat_1,1603,full_ast,ast_ok,,"[""PyMOL"", ""rdkit"", ""rdkit.Chem"", ""rdkit.Chem.Draw""]",[],[],"{""PyMOL"": ""unknown"", ""rdkit"": ""unknown"", ""rdkit.Chem"": ""unknown"", ""rdkit.Chem.Draw"": ""unknown""}",[],"[""pymol"", ""rdkit""]","[""rdkit""]","[""pymol""]",[],[],0,,0,,0,0,4
qwen3,BOUND,C,1603__repeat_2,1603,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,,"[""matplotlib.pyplot"", ""networkx"", ""numpy"", ""pandas"", ""pyMOL"", ""rdkit"", ""scipy"", ""scipy.cluster.hierarchy"", ""scipy.fft"", ""scipy.int"", ""scipy.integrate"", ""scipy.interpolate"", ""scipy.io"", ""scipy.linalg"", ""scipy.misc"", ""scipy.ndimage"", ""scipy.optimize"", ""scipy.signal"", ""scipy.sparse"", ""scipy.spatial.distance"", ""scipy.stats"", ""seaborn""]",[],"[""matplotlib"", ""networkx"", ""numpy"", ""pandas"", ""scipy"", ""seaborn""]","{""pyMOL"": ""unknown"", ""rdkit"": ""unknown""}",[],"[""matplotlib"", ""networkx"", ""numpy"", ""pandas"", ""pymol"", ""rdkit"", ""scipy"", ""seaborn""]","[""matplotlib"", ""networkx"", ""numpy"", ""pandas"", ""rdkit"", ""scipy"", ""seaborn""]","[""pymol""]","[""matplotlib"", ""networkx"", ""numpy"", ""pandas"", ""scipy"", ""seaborn""]",[],0,,0,,6,0,2
qwen3,BOUND,C,1603__repeat_3,1603,full_ast,ast_ok,,"[""pymol"", ""rdkit"", ""rdkit.Chem""]",[],[],"{""pymol"": ""unknown"", ""rdkit"": ""unknown"", ""rdkit.Chem"": ""unknown""}",[],"[""pymol"", ""rdkit""]","[""rdkit""]","[""pymol""]",[],[],0,,0,,0,0,3
qwen3,BOUND,C,1603__repeat_4,1603,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,,"[""rdkit"", ""rdkit.Chem"", ""rdkit.Chem.AllChem"", ""rdkit.Chem.Draw"", ""rdkit.Chem.MolDraw2D"", ""rdkit.Chem.MolProperties"", ""rdkit.Chem.rdMolDescriptors"", ""rdkit.Chem.rdPartialCharges"", ""rdkit.Chem.rdSchrodinger"", ""rdkit.Chem.rdSubstanceProperties"", ""rdkit.Chem.rdTripos"", ""rdkit.Chem.rdXML"", ""rdkit.Chem.rdXSD"", ""rdkit.Chem.rdXSDUtil"", ""rdkit.Chem.rdXSDX"", ""rdkit.Chem.rdXSDXML"", ""rdkit.Chem.rdXSDXMLUtil"", ""rdkit.Chem.rdXSDXUtil"", ""rdkit.Chem.rdXSDXXML"", ""rdkit.Chem.rdXSDXXMLUtil"", ""rdkit.Chem.rdXform""]",[],[],"{""rdkit"": ""unknown"", ""rdkit.Chem"": ""unknown"", ""rdkit.Chem.AllChem"": ""unknown"", ""rdkit.Chem.Draw"": ""unknown"", ""rdkit.Chem.MolDraw2D"": ""unknown"", ""rdkit.Chem.MolProperties"": ""unknown"", ""rdkit.Chem.rdMolDescriptors"": ""unknown"", ""rdkit.Chem.rdPartialCharges"": ""unknown"", ""rdkit.Chem.rdSchrodinger"": ""unknown"", ""rdkit.Chem.rdSubstanceProperties"": ""unknown"", ""rdkit.Chem.rdTripos"": ""unknown"", ""rdkit.Chem.rdXML"": ""unknown"", ""rdkit.Chem.rdXSD"": ""unknown"", ""rdkit.Chem.rdXSDUtil"": ""unknown"", ""rdkit.Chem.rdXSDX"": ""unknown"", ""rdkit.Chem.rdXSDXML"": ""unknown"", ""rdkit.Chem.rdXSDXMLUtil"": ""unknown"", ""rdkit.Chem.rdXSDXUtil"": ""unknown"", ""rdkit.Chem.rdXSDXXML"": ""unknown"", ""rdkit.Chem.rdXSDXXMLUtil"": ""unknown"", ""rdkit.Chem.rdXform"": ""unknown""}",[],"[""rdkit""]","[""rdkit""]",[],[],[],0,,0,,0,0,21
qwen3,BOUND,C,1603__repeat_5,1603,full_ast,ast_ok,,"[""numpy"", ""pandas"", ""pyMOL"", ""rdkit""]",[],"[""numpy"", ""pandas""]","{""pyMOL"": ""unknown"", ""rdkit"": ""unknown""}",[],"[""numpy"", ""pandas"", ""pymol"", ""rdkit""]","[""numpy"", ""pandas"", ""rdkit""]","[""pymol""]","[""numpy"", ""pandas""]",[],0,,0,,2,0,2
qwen3,BOUND,C,1249__repeat_1,1249,full_ast,ast_ok,,"[""ibm_cloud_sdk_core.authenticators"", ""ibm_cloud_secrets_manager_v1""]",[],"[""ibm-cloud-sdk-core""]","{""ibm_cloud_secrets_manager_v1"": ""unknown""}",[],"[""ibm-cloud-sdk-core"", ""ibm-cloud-secrets-manager""]","[""ibm-cloud-sdk-core""]","[""ibm-cloud-secrets-manager""]","[""ibm-cloud-sdk-core""]",[],0,,0,,1,0,1
qwen3,BOUND,C,1249__repeat_2,1249,full_ast,ast_ok,,"[""ibm_cloud_secrets_manager""]",[],[],"{""ibm_cloud_secrets_manager"": ""unknown""}",[],"[""ibm-cloud-secrets-manager"", ""none""]","[""none""]","[""ibm-cloud-secrets-manager""]",[],[],0,,0,,0,0,1
qwen3,BOUND,C,1249__repeat_3,1249,full_ast,ast_ok,,"[""ibm_cloud_sdk_core"", ""ibm_cloud_secrets_manager_v1""]",[],"[""ibm-cloud-sdk-core""]","{""ibm_cloud_secrets_manager_v1"": ""unknown""}",[],"[""ibm-cloud-sdk-core"", ""ibm-cloud-secrets-manager"", ""none""]","[""ibm-cloud-sdk-core"", ""none""]","[""ibm-cloud-secrets-manager""]","[""ibm-cloud-sdk-core""]",[],0,,0,,1,0,1
qwen3,BOUND,C,1249__repeat_4,1249,full_ast,ast_ok,,"[""ibm_cloud_sdk_core.authenticators"", ""ibm_cloud_secrets_manager_v1""]",[],"[""ibm-cloud-sdk-core""]","{""ibm_cloud_secrets_manager_v1"": ""unknown""}",[],"[""ibm-cloud-sdk-core"", ""ibm-cloud-secrets-manager""]","[""ibm-cloud-sdk-core""]","[""ibm-cloud-secrets-manager""]","[""ibm-cloud-sdk-core""]",[],0,,0,,1,0,1
qwen3,BOUND,C,1249__repeat_5,1249,full_ast,ast_ok,,"[""ibm_cloud_sdk_core.authenticators"", ""ibm_cloud_secrets_manager_v1""]",[],"[""ibm-cloud-sdk-core""]","{""ibm_cloud_secrets_manager_v1"": ""unknown""}",[],"[""ibm-cloud-sdk-core"", ""ibm-cloud-secrets-manager""]","[""ibm-cloud-sdk-core""]","[""ibm-cloud-secrets-manager""]","[""ibm-cloud-sdk-core""]",[],0,,0,,1,0,1
qwen3,BOUND,C,271__repeat_1,271,full_ast,ast_ok,,"[""pytest""]",[],"[""pytest""]",{},[],[],[],[],"[""pytest""]",[],1,0,1,0,1,0,0
qwen3,BOUND,C,271__repeat_2,271,full_ast,ast_ok,,"[""pytest""]",[],"[""pytest""]",{},[],[],[],[],"[""pytest""]",[],1,0,1,0,1,0,0
qwen3,BOUND,C,271__repeat_3,271,full_ast,ast_ok,,"[""pytest""]",[],"[""pytest""]",{},[],[],[],[],"[""pytest""]",[],1,0,1,0,1,0,0
qwen3,BOUND,C,271__repeat_4,271,full_ast,ast_ok,,"[""pytest""]",[],"[""pytest""]",{},[],[],[],[],"[""pytest""]",[],1,0,1,0,1,0,0
qwen3,BOUND,C,271__repeat_5,271,full_ast,ast_ok,,"[""pytest""]",[],"[""pytest""]",{},[],"[""lxml"", ""pytest""]","[""lxml"", ""pytest""]",[],"[""pytest""]",[],1,0,1,0,1,0,0
qwen3,BOUND,C,60__repeat_1,60,full_ast,ast_ok,,"[""git"", ""hatch"", ""hatch.utils"", ""hatch.versioning""]",[],"[""gitpython"", ""hatch""]",{},[],"[""gitpython"", ""hatch""]","[""gitpython"", ""hatch""]",[],"[""gitpython"", ""hatch""]",[],1,1,1,1,2,0,0
qwen3,BOUND,C,60__repeat_2,60,full_ast,ast_ok,,"[""git"", ""hatch""]",[],"[""gitpython"", ""hatch""]",{},[],"[""gitpython"", ""hatch""]","[""gitpython"", ""hatch""]",[],"[""gitpython"", ""hatch""]",[],1,1,1,1,2,0,0
qwen3,BOUND,C,60__repeat_3,60,full_ast,ast_ok,,"[""git"", ""hatchling.utils"", ""hatchling.versioning.interface""]",[],"[""gitpython"", ""hatchling""]",{},[],"[""gitpython"", ""hatchling"", ""none"", ""regex""]","[""gitpython"", ""hatchling"", ""none"", ""regex""]",[],"[""gitpython"", ""hatchling""]",[],1,0,1,0,2,0,0
qwen3,BOUND,C,60__repeat_4,60,full_ast,ast_ok,,"[""git"", ""hatch""]",[],"[""gitpython"", ""hatch""]",{},[],"[""gitpython"", ""hatch""]","[""gitpython"", ""hatch""]",[],"[""gitpython"", ""hatch""]",[],1,1,1,1,2,0,0
qwen3,BOUND,C,60__repeat_5,60,full_ast,ast_ok,,"[""git"", ""hatchling.utils"", ""hatchling.version""]",[],"[""gitpython"", ""hatchling""]",{},[],"[""gitpython"", ""hatchling""]","[""gitpython"", ""hatchling""]",[],"[""gitpython"", ""hatchling""]",[],1,1,1,1,2,0,0
qwen3,BOUND,C,322__repeat_1,322,full_ast,ast_ok,,"[""requests""]",[],"[""requests""]",{},[],"[""requests""]","[""requests""]",[],"[""requests""]",[],1,1,1,1,1,0,0
qwen3,BOUND,C,322__repeat_2,322,full_ast,ast_ok,,"[""requests""]",[],"[""requests""]",{},[],"[""requests""]","[""requests""]",[],"[""requests""]",[],1,1,1,1,1,0,0
qwen3,BOUND,C,322__repeat_3,322,full_ast,ast_ok,,"[""requests""]",[],"[""requests""]",{},[],"[""requests""]","[""requests""]",[],"[""requests""]",[],1,1,1,1,1,0,0
qwen3,BOUND,C,322__repeat_4,322,full_ast,ast_ok,,"[""requests""]",[],"[""requests""]",{},[],"[""requests""]","[""requests""]",[],"[""requests""]",[],1,1,1,1,1,0,0
qwen3,BOUND,C,322__repeat_5,322,full_ast,ast_ok,,"[""requests""]",[],"[""requests""]",{},[],"[""requests""]","[""requests""]",[],"[""requests""]",[],1,1,1,1,1,0,0
qwen3,BOUND,C,1302__repeat_1,1302,full_ast,ast_ok,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
qwen3,BOUND,C,1302__repeat_2,1302,full_ast,ast_ok,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
qwen3,BOUND,C,1302__repeat_3,1302,full_ast,ast_ok,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
qwen3,BOUND,C,1302__repeat_4,1302,full_ast,ast_ok,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
qwen3,BOUND,C,1302__repeat_5,1302,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line string', (14, 14))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
qwen3,BOUND,C,4744__repeat_1,4744,full_ast,ast_ok,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
qwen3,BOUND,C,4744__repeat_2,4744,full_ast,ast_ok,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
qwen3,BOUND,C,4744__repeat_3,4744,full_ast,ast_ok,,"[""aws_cdk"", ""aws_cdk.aws_ec2"", ""aws_cdk.aws_ecr"", ""aws_cdk.aws_ecr_assets"", ""aws_cdk.aws_ecs"", ""aws_cdk.aws_iam"", ""aws_cdk.aws_logs"", ""aws_cdk.aws_s3"", ""aws_cdk.aws_ssm"", ""boto3""]",[],"[""aws-cdk-lib"", ""boto3""]",{},[],"[""aws-cdk"", ""boto3""]","[""boto3""]","[""aws-cdk""]","[""aws-cdk-lib"", ""boto3""]",[],1,0,1,0,2,0,0
qwen3,BOUND,C,4744__repeat_4,4744,full_ast,ast_ok,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
qwen3,BOUND,C,4744__repeat_5,4744,full_ast,ast_ok,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
qwen3,BOUND,C,2751__repeat_1,2751,full_ast,ast_ok,,"[""fastapi"", ""starlette.responses""]",[],"[""fastapi"", ""starlette""]",{},[],"[""fastapi"", ""starlette""]","[""fastapi"", ""starlette""]",[],"[""fastapi"", ""starlette""]",[],1,1,1,1,2,0,0
qwen3,BOUND,C,2751__repeat_2,2751,full_ast,ast_ok,,"[""fastapi""]",[],"[""fastapi""]",{},[],"[""fastapi""]","[""fastapi""]",[],"[""fastapi""]",[],1,1,1,1,1,0,0
qwen3,BOUND,C,2751__repeat_3,2751,full_ast,ast_ok,,"[""fastapi""]",[],"[""fastapi""]",{},[],"[""fastapi""]","[""fastapi""]",[],"[""fastapi""]",[],1,1,1,1,1,0,0
qwen3,BOUND,C,2751__repeat_4,2751,full_ast,ast_ok,,"[""fastapi"", ""fastapi.responses""]",[],"[""fastapi""]",{},[],"[""fastapi""]","[""fastapi""]",[],"[""fastapi""]",[],1,1,1,1,1,0,0
qwen3,BOUND,C,2751__repeat_5,2751,full_ast,ast_ok,,"[""fastapi""]",[],"[""fastapi""]",{},[],"[""fastapi""]","[""fastapi""]",[],"[""fastapi""]",[],1,1,1,1,1,0,0
qwen3,BOUND,C,4498__repeat_1,4498,full_ast,ast_ok,,"[""dremio""]",[],[],"{""dremio"": ""unknown""}",[],"[""dremio"", ""none""]","[""none""]","[""dremio""]",[],[],0,,0,,0,0,1
qwen3,BOUND,C,4498__repeat_2,4498,full_ast,ast_ok,,"[""dremio""]",[],[],"{""dremio"": ""unknown""}",[],"[""dremio""]",[],"[""dremio""]",[],[],0,,0,,0,0,1
qwen3,BOUND,C,4498__repeat_3,4498,full_ast,ast_ok,,"[""dremio""]",[],[],"{""dremio"": ""unknown""}",[],"[""dremio""]",[],"[""dremio""]",[],[],0,,0,,0,0,1
qwen3,BOUND,C,4498__repeat_4,4498,full_ast,ast_ok,,"[""dremio""]",[],[],"{""dremio"": ""unknown""}",[],"[""dremio""]",[],"[""dremio""]",[],[],0,,0,,0,0,1
qwen3,BOUND,C,4498__repeat_5,4498,full_ast,ast_ok,,"[""dremio_api""]",[],[],"{""dremio_api"": ""unknown""}",[],[],[],[],[],[],0,,0,,0,0,1
qwen3,BOUND,C,1267__repeat_1,1267,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,,"[""can"", ""canopen"", ""canopen.nmt"", ""canopen.od"", ""canopen.sdo""]",[],"[""canopen""]","{""can"": ""unknown""}",[],"[""can"", ""canopen""]","[""can"", ""canopen""]",[],"[""canopen""]",[],0,,0,,1,0,1
qwen3,BOUND,C,1267__repeat_2,1267,full_ast,ast_ok,,"[""canopy"", ""canopy.canopen""]",[],[],"{""canopy"": ""unknown"", ""canopy.canopen"": ""unknown""}",[],"[""canopy""]","[""canopy""]",[],[],[],0,,0,,0,0,2
qwen3,BOUND,C,1267__repeat_3,1267,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,,"[""can"", ""canopy""]",[],[],"{""can"": ""unknown"", ""canopy"": ""unknown""}",[],[],[],[],[],[],0,,0,,0,0,2
qwen3,BOUND,C,1267__repeat_4,1267,full_ast,ast_ok,,"[""can"", ""canopen""]",[],"[""canopen""]","{""can"": ""unknown""}",[],"[""can"", ""canopen""]","[""can"", ""canopen""]",[],"[""canopen""]",[],0,,0,,1,0,1
qwen3,BOUND,C,1267__repeat_5,1267,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,,"[""can"", ""canopen"", ""canopen.nmt"", ""canopen.object_dictionary"", ""canopen.od"", ""canopen.sdo""]",[],"[""canopen""]","{""can"": ""unknown""}",[],"[""can"", ""canopen""]","[""can"", ""canopen""]",[],"[""canopen""]",[],0,,0,,1,0,1
qwen3,BOUND,C,4834__repeat_1,4834,full_ast,ast_ok,,"[""tencentcloud.common"", ""tencentcloud.common.exception.tencent_cloud_exceptions"", ""tencentcloud.common.profile.client_profile"", ""tencentcloud.common.profile.http_profile"", ""tencentcloud.hsm.v20200217.hsm_client""]",[],"[""tencentcloud-sdk-python""]",{},[],[],[],[],"[""tencentcloud-sdk-python""]",[],1,0,1,0,1,0,0
